metric,measurement_set,horizon_cycle,service_N,rank,value
sigma_min_W,Capacity + Resistance,4.0,,5,1.6898899577037168e-10
condition_W,Capacity + Resistance,4.0,,5,49128943407.68283
sigma_min_W,Capacity + Resistance,5.0,,5,6.66315469489972e-10
condition_W,Capacity + Resistance,5.0,,5,15081072734.656404
sigma_min_W,Capacity + Resistance,6.0,,5,2.5914320772368062e-09
condition_W,Capacity + Resistance,6.0,,5,4563923790.15505
sigma_min_W,Capacity + Resistance,7.0,,5,2.658400200306909e-09
condition_W,Capacity + Resistance,7.0,,5,5130534474.662695
sigma_min_W,Capacity + Resistance,8.0,,5,3.219349011489727e-09
condition_W,Capacity + Resistance,8.0,,5,4810308859.679508
sigma_min_W,Capacity + Resistance,9.0,,5,7.761070516042784e-09
condition_W,Capacity + Resistance,9.0,,5,2238066420.2728796
sigma_min_W,Capacity + Resistance,10.0,,5,1.3572448217181206e-08
condition_W,Capacity + Resistance,10.0,,5,1421393858.3532896
sigma_min_W,Capacity + Resistance,11.0,,5,1.854202647391139e-08
condition_W,Capacity + Resistance,11.0,,5,1146253092.4237092
sigma_min_W,Capacity + Resistance,12.0,,5,2.3116470486724032e-08
condition_W,Capacity + Resistance,12.0,,5,1006120644.3578054
sigma_min_W,Capacity + Resistance,13.0,,5,2.8420769100812762e-08
condition_W,Capacity + Resistance,13.0,,5,890407014.5297292
sigma_min_W,Capacity + Resistance,14.0,,5,3.3813899553627886e-08
condition_W,Capacity + Resistance,14.0,,5,810315275.834871
sigma_min_W,Capacity + Resistance,15.0,,5,3.8295321006136747e-08
condition_W,Capacity + Resistance,15.0,,5,771407272.8182881
sigma_min_W,Capacity + Resistance,16.0,,5,4.267331311695981e-08
condition_W,Capacity + Resistance,16.0,,5,743607458.2598609
sigma_min_W,Capacity + Resistance,17.0,,5,4.7520165545659936e-08
condition_W,Capacity + Resistance,17.0,,5,714953959.101991
sigma_min_W,Capacity + Resistance,18.0,,5,5.321488606797211e-08
condition_W,Capacity + Resistance,18.0,,5,681595831.1141078
sigma_min_W,Capacity + Resistance,19.0,,5,6.392287972875975e-08
condition_W,Capacity + Resistance,19.0,,5,604225155.8567942
sigma_min_W,Capacity + Resistance,20.0,,5,8.008940659820278e-08
condition_W,Capacity + Resistance,20.0,,5,512371350.812661
sigma_min_W,Capacity + Resistance,21.0,,5,1.037721721372324e-07
condition_W,Capacity + Resistance,21.0,,5,419270380.9528209
sigma_min_W,Capacity + Resistance,22.0,,5,1.350348614011697e-07
condition_W,Capacity + Resistance,22.0,,5,340990274.50821763
sigma_min_W,Capacity + Resistance,23.0,,5,1.7403583117530732e-07
condition_W,Capacity + Resistance,23.0,,5,279534371.375344
sigma_min_W,Capacity + Resistance,24.0,,5,2.2322042067354646e-07
condition_W,Capacity + Resistance,24.0,,5,229914356.9855996
sigma_min_W,Capacity + Resistance,25.0,,5,2.851945545905813e-07
condition_W,Capacity + Resistance,25.0,,5,189575397.56703398
sigma_min_W,Capacity + Resistance,26.0,,5,3.6843834208789095e-07
condition_W,Capacity + Resistance,26.0,,5,154393381.36896446
sigma_min_W,Capacity + Resistance,27.0,,5,4.607401626733922e-07
condition_W,Capacity + Resistance,27.0,,5,129748555.4009885
sigma_min_W,Capacity + Resistance,28.0,,5,5.56679917184785e-07
condition_W,Capacity + Resistance,28.0,,5,112734148.34178482
sigma_min_W,Capacity + Resistance,29.0,,5,6.60213465716956e-07
condition_W,Capacity + Resistance,29.0,,5,99690894.65990502
sigma_min_W,Capacity + Resistance,30.0,,5,7.733714282822935e-07
condition_W,Capacity + Resistance,30.0,,5,89174636.00239435
sigma_min_W,Capacity + Resistance,31.0,,5,9.013475659092122e-07
condition_W,Capacity + Resistance,31.0,,5,80106736.84698044
sigma_min_W,Capacity + Resistance,32.0,,5,1.0545065628184652e-06
condition_W,Capacity + Resistance,32.0,,5,71633546.32196355
sigma_min_W,Capacity + Resistance,33.0,,5,1.2368889387884687e-06
condition_W,Capacity + Resistance,33.0,,5,63846527.57656575
sigma_min_W,Capacity + Resistance,34.0,,5,1.4735905505324294e-06
condition_W,Capacity + Resistance,34.0,,5,55990388.83445323
sigma_min_W,Capacity + Resistance,35.0,,5,1.7490827108450133e-06
condition_W,Capacity + Resistance,35.0,,5,49254318.65629894
sigma_min_W,Capacity + Resistance,36.0,,5,2.0612418893440687e-06
condition_W,Capacity + Resistance,36.0,,5,43616670.75292773
sigma_min_W,Capacity + Resistance,37.0,,5,2.4145502825603208e-06
condition_W,Capacity + Resistance,37.0,,5,38837588.134279
sigma_min_W,Capacity + Resistance,38.0,,5,2.820101052346875e-06
condition_W,Capacity + Resistance,38.0,,5,34667929.22545154
sigma_min_W,Capacity + Resistance,39.0,,5,3.3103818895879035e-06
condition_W,Capacity + Resistance,39.0,,5,30777345.280627415
sigma_min_W,Capacity + Resistance,40.0,,5,3.88345150774071e-06
condition_W,Capacity + Resistance,40.0,,5,27329714.390294164
sigma_min_W,Capacity + Resistance,41.0,,5,4.428777496633272e-06
condition_W,Capacity + Resistance,41.0,,5,24954752.99651118
sigma_min_W,Capacity + Resistance,42.0,,5,4.868195945728907e-06
condition_W,Capacity + Resistance,42.0,,5,23632330.080284856
sigma_min_W,Capacity + Resistance,43.0,,5,5.395945079375553e-06
condition_W,Capacity + Resistance,43.0,,5,22187627.490780886
sigma_min_W,Capacity + Resistance,44.0,,5,6.026491817096485e-06
condition_W,Capacity + Resistance,44.0,,5,20667875.984183826
sigma_min_W,Capacity + Resistance,45.0,,5,6.7735118216444574e-06
condition_W,Capacity + Resistance,45.0,,5,19125709.876866553
sigma_min_W,Capacity + Resistance,46.0,,5,7.714666133723036e-06
condition_W,Capacity + Resistance,46.0,,5,17461655.16856561
sigma_min_W,Capacity + Resistance,47.0,,5,8.836054879945152e-06
condition_W,Capacity + Resistance,47.0,,5,15849823.750788454
sigma_min_W,Capacity + Resistance,48.0,,5,1.0108895885715914e-05
condition_W,Capacity + Resistance,48.0,,5,14400472.065389968
sigma_min_W,Capacity + Resistance,49.0,,5,1.1568915193015618e-05
condition_W,Capacity + Resistance,49.0,,5,13077099.567379551
sigma_min_W,Capacity + Resistance,50.0,,5,1.3226393511971936e-05
condition_W,Capacity + Resistance,50.0,,5,11885599.44043184
sigma_min_W,Capacity + Resistance,51.0,,5,1.511982490765296e-05
condition_W,Capacity + Resistance,51.0,,5,10802323.442207834
sigma_min_W,Capacity + Resistance,52.0,,5,1.734355634576203e-05
condition_W,Capacity + Resistance,52.0,,5,9783131.854911607
sigma_min_W,Capacity + Resistance,53.0,,5,1.989648661833922e-05
condition_W,Capacity + Resistance,53.0,,5,8858291.438505413
sigma_min_W,Capacity + Resistance,54.0,,5,2.27394042757521e-05
condition_W,Capacity + Resistance,54.0,,5,8050499.190539921
sigma_min_W,Capacity + Resistance,55.0,,5,2.590925881352623e-05
condition_W,Capacity + Resistance,55.0,,5,7338288.293291478
sigma_min_W,Capacity + Resistance,56.0,,5,2.9450919433769968e-05
condition_W,Capacity + Resistance,56.0,,5,6704681.554982746
sigma_min_W,Capacity + Resistance,57.0,,5,3.340790890084108e-05
condition_W,Capacity + Resistance,57.0,,5,6138202.33409902
sigma_min_W,Capacity + Resistance,58.0,,5,3.782930826038304e-05
condition_W,Capacity + Resistance,58.0,,5,5629480.671045286
sigma_min_W,Capacity + Resistance,59.0,,5,4.2765268593021286e-05
condition_W,Capacity + Resistance,59.0,,5,5171430.907643211
sigma_min_W,Capacity + Resistance,60.0,,5,4.825834613439374e-05
condition_W,Capacity + Resistance,60.0,,5,4759260.343344435
sigma_min_W,Capacity + Resistance,61.0,,5,5.4373575978117885e-05
condition_W,Capacity + Resistance,61.0,,5,4386768.322820797
sigma_min_W,Capacity + Resistance,62.0,,5,6.131817748951367e-05
condition_W,Capacity + Resistance,62.0,,5,4039994.2040926046
sigma_min_W,Capacity + Resistance,63.0,,5,6.914618235485804e-05
condition_W,Capacity + Resistance,63.0,,5,3721022.208399113
sigma_min_W,Capacity + Resistance,64.0,,5,7.788421627271384e-05
condition_W,Capacity + Resistance,64.0,,5,3431394.2587832357
sigma_min_W,Capacity + Resistance,65.0,,5,8.763045665241788e-05
condition_W,Capacity + Resistance,65.0,,5,3168031.3673826433
sigma_min_W,Capacity + Resistance,66.0,,5,9.84566354617598e-05
condition_W,Capacity + Resistance,66.0,,5,2929297.4082931657
sigma_min_W,Capacity + Resistance,67.0,,5,0.0001104636677237953
condition_W,Capacity + Resistance,67.0,,5,2712674.1829514317
sigma_min_W,Capacity + Resistance,68.0,,5,0.0001237867764108384
condition_W,Capacity + Resistance,68.0,,5,2515370.1237746794
sigma_min_W,Capacity + Resistance,69.0,,5,0.00013857732495405162
condition_W,Capacity + Resistance,69.0,,5,2335066.546973827
sigma_min_W,Capacity + Resistance,70.0,,5,0.00015502517291458943
condition_W,Capacity + Resistance,70.0,,5,2169534.589015126
sigma_min_W,Capacity + Resistance,71.0,,5,0.00017350528277274406
condition_W,Capacity + Resistance,71.0,,5,2015120.9973049688
sigma_min_W,Capacity + Resistance,72.0,,5,0.0001943468957276693
condition_W,Capacity + Resistance,72.0,,5,1870486.5256576734
sigma_min_W,Capacity + Resistance,73.0,,5,0.0002176924854796682
condition_W,Capacity + Resistance,73.0,,5,1736546.036052624
sigma_min_W,Capacity + Resistance,74.0,,5,0.00024361459920645877
condition_W,Capacity + Resistance,74.0,,5,1614022.1037841241
sigma_min_W,Capacity + Resistance,75.0,,5,0.00027246498245370946
condition_W,Capacity + Resistance,75.0,,5,1501332.032786722
sigma_min_W,Capacity + Resistance,76.0,,5,0.00030444424921393363
condition_W,Capacity + Resistance,76.0,,5,1398142.7505069952
sigma_min_W,Capacity + Resistance,77.0,,5,0.0003397912919019788
condition_W,Capacity + Resistance,77.0,,5,1303831.0241720756
sigma_min_W,Capacity + Resistance,78.0,,5,0.0003798860627632668
condition_W,Capacity + Resistance,78.0,,5,1214123.4628497828
sigma_min_W,Capacity + Resistance,79.0,,5,0.00042453482070415824
condition_W,Capacity + Resistance,79.0,,5,1131357.9670156278
sigma_min_W,Capacity + Resistance,80.0,,5,0.0004738740967488083
condition_W,Capacity + Resistance,80.0,,5,1055762.4757458735
sigma_min_W,Capacity + Resistance,81.0,,5,0.0005280459259717582
condition_W,Capacity + Resistance,81.0,,5,987183.6701461755
sigma_min_W,Capacity + Resistance,82.0,,5,0.0005876212959961136
condition_W,Capacity + Resistance,82.0,,5,924577.4187759182
sigma_min_W,Capacity + Resistance,83.0,,5,0.0006532857777386372
condition_W,Capacity + Resistance,83.0,,5,867052.7449414918
sigma_min_W,Capacity + Resistance,84.0,,5,0.0007249634959415637
condition_W,Capacity + Resistance,84.0,,5,814856.4945138172
sigma_min_W,Capacity + Resistance,85.0,,5,0.0008031637935806051
condition_W,Capacity + Resistance,85.0,,5,767340.9807825612
sigma_min_W,Capacity + Resistance,86.0,,5,0.000889889464410457
condition_W,Capacity + Resistance,86.0,,5,722779.2402040613
sigma_min_W,Capacity + Resistance,87.0,,5,0.0009889767290599597
condition_W,Capacity + Resistance,87.0,,5,678994.7574000111
sigma_min_W,Capacity + Resistance,88.0,,5,0.0010956763981898375
condition_W,Capacity + Resistance,88.0,,5,640100.6632579874
sigma_min_W,Capacity + Resistance,89.0,,5,0.0012140011040522995
condition_W,Capacity + Resistance,89.0,,5,603621.677102822
sigma_min_W,Capacity + Resistance,90.0,,5,0.001341566569065296
condition_W,Capacity + Resistance,90.0,,5,570966.9205649697
sigma_min_W,Capacity + Resistance,91.0,,5,0.0014786679947724197
condition_W,Capacity + Resistance,91.0,,5,541736.9617104158
sigma_min_W,Capacity + Resistance,92.0,,5,0.0016255072098037028
condition_W,Capacity + Resistance,92.0,,5,515599.1311628761
sigma_min_W,Capacity + Resistance,93.0,,5,0.0017827345237427165
condition_W,Capacity + Resistance,93.0,,5,492121.6386184695
sigma_min_W,Capacity + Resistance,94.0,,5,0.0019496096229660925
condition_W,Capacity + Resistance,94.0,,5,471298.0360415385
sigma_min_W,Capacity + Resistance,95.0,,5,0.0021254722794540235
condition_W,Capacity + Resistance,95.0,,5,453012.66846251884
sigma_min_W,Capacity + Resistance,96.0,,5,0.0023102430725772467
condition_W,Capacity + Resistance,96.0,,5,437001.7258764272
sigma_min_W,Capacity + Resistance,97.0,,5,0.0025033866299535652
condition_W,Capacity + Resistance,97.0,,5,423113.062963418
sigma_min_W,Capacity + Resistance,98.0,,5,0.002705826968652277
condition_W,Capacity + Resistance,98.0,,5,410973.9325207718
sigma_min_W,Capacity + Resistance,99.0,,5,0.0029164773924454553
condition_W,Capacity + Resistance,99.0,,5,400583.1750579542
sigma_min_W,Capacity + Resistance,100.0,,5,0.0031357087249607686
condition_W,Capacity + Resistance,100.0,,5,391727.24788674753
sigma_min_W,Capacity + Resistance,101.0,,5,0.0033632828574347313
condition_W,Capacity + Resistance,101.0,,5,384309.1844988124
sigma_min_W,Capacity + Resistance,102.0,,5,0.003599132643242047
condition_W,Capacity + Resistance,102.0,,5,378229.6113596392
sigma_min_W,Capacity + Resistance,103.0,,5,0.0038437085560873163
condition_W,Capacity + Resistance,103.0,,5,373360.1072056976
sigma_min_W,Capacity + Resistance,104.0,,5,0.004097095878449919
condition_W,Capacity + Resistance,104.0,,5,369638.7262092704
sigma_min_W,Capacity + Resistance,105.0,,5,0.004357406320969542
condition_W,Capacity + Resistance,105.0,,5,367188.50418042677
sigma_min_W,Capacity + Resistance,106.0,,5,0.004626524032664125
condition_W,Capacity + Resistance,106.0,,5,365809.8913084496
sigma_min_W,Capacity + Resistance,107.0,,5,0.004903805958871777
condition_W,Capacity + Resistance,107.0,,5,365548.84227869485
sigma_min_W,Capacity + Resistance,108.0,,5,0.005190542237788043
condition_W,Capacity + Resistance,108.0,,5,366318.4891069047
sigma_min_W,Capacity + Resistance,109.0,,5,0.005490267308934185
condition_W,Capacity + Resistance,109.0,,5,367915.692173295
sigma_min_W,Capacity + Resistance,110.0,,5,0.005805462028695033
condition_W,Capacity + Resistance,110.0,,5,370262.9184200687
sigma_min_W,Capacity + Resistance,111.0,,5,0.006139249097453428
condition_W,Capacity + Resistance,111.0,,5,373279.7301755905
sigma_min_W,Capacity + Resistance,112.0,,5,0.006495773898488242
condition_W,Capacity + Resistance,112.0,,5,376865.28565735166
sigma_min_W,Capacity + Resistance,113.0,,5,0.006879203582618001
condition_W,Capacity + Resistance,113.0,,5,380964.26732898987
sigma_min_W,Capacity + Resistance,114.0,,5,0.007297721067161698
condition_W,Capacity + Resistance,114.0,,5,385351.44919374026
sigma_min_W,Capacity + Resistance,115.0,,5,0.007760297276354945
condition_W,Capacity + Resistance,115.0,,5,389841.02009634906
sigma_min_W,Capacity + Resistance,116.0,,5,0.00827892697225405
condition_W,Capacity + Resistance,116.0,,5,394185.22822955035
sigma_min_W,Capacity + Resistance,117.0,,5,0.00886615937245868
condition_W,Capacity + Resistance,117.0,,5,398219.82508487016
sigma_min_W,Capacity + Resistance,118.0,,5,0.009538434097745548
condition_W,Capacity + Resistance,118.0,,5,401723.40447185206
sigma_min_W,Capacity + Resistance,119.0,,5,0.010309789569555096
condition_W,Capacity + Resistance,119.0,,5,404705.98980367725
sigma_min_W,Capacity + Resistance,120.0,,5,0.011191411995651003
condition_W,Capacity + Resistance,120.0,,5,407368.1607802394
sigma_min_W,Expansion,0.0,,1,0.0
condition_W,Expansion,0.0,,1,inf
sigma_min_W,Expansion,1.0,,2,2.991783817980385e-18
condition_W,Expansion,1.0,,2,inf
sigma_min_W,Expansion,2.0,,3,1.0336071770050026e-16
condition_W,Expansion,2.0,,3,inf
sigma_min_W,Expansion,3.0,,4,3.2859450765419983e-16
condition_W,Expansion,3.0,,4,inf
sigma_min_W,Expansion,4.0,,5,7.421140808139011e-12
condition_W,Expansion,4.0,,5,15436947832249.96
sigma_min_W,Expansion,5.0,,5,2.1946461255280445e-09
condition_W,Expansion,5.0,,5,63574128068.357475
sigma_min_W,Expansion,6.0,,5,2.3313254108250333e-09
condition_W,Expansion,6.0,,5,70894762607.21008
sigma_min_W,Expansion,7.0,,5,2.5559333125577305e-09
condition_W,Expansion,7.0,,5,75073265761.79253
sigma_min_W,Expansion,8.0,,5,2.5560299700843765e-09
condition_W,Expansion,8.0,,5,85832624003.93661
sigma_min_W,Expansion,9.0,,5,2.556368381075307e-09
condition_W,Expansion,9.0,,5,96960165406.5288
sigma_min_W,Expansion,10.0,,5,2.5742455934659627e-09
condition_W,Expansion,10.0,,5,107749573556.91267
sigma_min_W,Expansion,11.0,,5,2.5777950003897654e-09
condition_W,Expansion,11.0,,5,119476524304.46228
sigma_min_W,Expansion,12.0,,5,2.6263234066467874e-09
condition_W,Expansion,12.0,,5,129374305060.33022
sigma_min_W,Expansion,13.0,,5,2.8549159172294523e-09
condition_W,Expansion,13.0,,5,130593682789.5156
sigma_min_W,Expansion,14.0,,5,4.554244492525415e-09
condition_W,Expansion,14.0,,5,89418646992.88347
sigma_min_W,Expansion,15.0,,5,1.0768321692668443e-08
condition_W,Expansion,15.0,,5,41145164094.16398
sigma_min_W,Expansion,16.0,,5,2.1131848863967013e-08
condition_W,Expansion,16.0,,5,22734628539.710938
sigma_min_W,Expansion,17.0,,5,3.1199134520448274e-08
condition_W,Expansion,17.0,,5,16648657922.234604
sigma_min_W,Expansion,18.0,,5,3.993846451237371e-08
condition_W,Expansion,18.0,,5,14026024787.973309
sigma_min_W,Expansion,19.0,,5,3.9941836259322805e-08
condition_W,Expansion,19.0,,5,15092815775.542242
sigma_min_W,Expansion,20.0,,5,4.6923157259971964e-08
condition_W,Expansion,20.0,,5,13799880691.335777
sigma_min_W,Expansion,21.0,,5,5.718215069726428e-08
condition_W,Expansion,21.0,,5,12144048273.574587
sigma_min_W,Expansion,22.0,,5,7.563406245250463e-08
condition_W,Expansion,22.0,,5,9832342976.614956
sigma_min_W,Expansion,23.0,,5,9.305403996426407e-08
condition_W,Expansion,23.0,,5,8547900374.733735
sigma_min_W,Expansion,24.0,,5,1.0700717219707102e-07
condition_W,Expansion,24.0,,5,7942243199.262836
sigma_min_W,Expansion,25.0,,5,1.159064624728717e-07
condition_W,Expansion,25.0,,5,7827287281.337025
sigma_min_W,Expansion,26.0,,5,1.1720899358121674e-07
condition_W,Expansion,26.0,,5,8256071879.5669985
sigma_min_W,Expansion,27.0,,5,1.1729174504248097e-07
condition_W,Expansion,27.0,,5,8794002806.602198
sigma_min_W,Expansion,28.0,,5,1.201681466203905e-07
condition_W,Expansion,28.0,,5,9143978542.288578
sigma_min_W,Expansion,29.0,,5,1.2556097636868108e-07
condition_W,Expansion,29.0,,5,9318241271.76597
sigma_min_W,Expansion,30.0,,5,1.3329908703252742e-07
condition_W,Expansion,30.0,,5,9342386582.630846
sigma_min_W,Expansion,31.0,,5,1.4297287807529845e-07
condition_W,Expansion,31.0,,5,9268225627.44043
sigma_min_W,Expansion,32.0,,5,1.4360994793531614e-07
condition_W,Expansion,32.0,,5,9816089209.69385
sigma_min_W,Expansion,33.0,,5,1.45569226156106e-07
condition_W,Expansion,33.0,,5,10300590629.41348
sigma_min_W,Expansion,34.0,,5,1.5362984342901294e-07
condition_W,Expansion,34.0,,5,10380701871.366323
sigma_min_W,Expansion,35.0,,5,1.6555777886782225e-07
condition_W,Expansion,35.0,,5,10244920185.406275
sigma_min_W,Expansion,36.0,,5,1.8497176454765724e-07
condition_W,Expansion,36.0,,5,9752486185.648924
sigma_min_W,Expansion,37.0,,5,2.0511363048202197e-07
condition_W,Expansion,37.0,,5,9354393445.765326
sigma_min_W,Expansion,38.0,,5,2.2337647668449498e-07
condition_W,Expansion,38.0,,5,9137077319.572723
sigma_min_W,Expansion,39.0,,5,2.4123322009767897e-07
condition_W,Expansion,39.0,,5,9001279770.335356
sigma_min_W,Expansion,40.0,,5,2.5939187363660425e-07
condition_W,Expansion,40.0,,5,8907566949.821556
sigma_min_W,Expansion,41.0,,5,2.601349790857696e-07
condition_W,Expansion,41.0,,5,9453273352.093506
sigma_min_W,Expansion,42.0,,5,2.6013633007547246e-07
condition_W,Expansion,42.0,,5,10063521710.164999
sigma_min_W,Expansion,43.0,,5,2.621594917460404e-07
condition_W,Expansion,43.0,,5,10633391879.530361
sigma_min_W,Expansion,44.0,,5,2.687958225280094e-07
condition_W,Expansion,44.0,,5,11046586655.83521
sigma_min_W,Expansion,45.0,,5,2.8127243602910323e-07
condition_W,Expansion,45.0,,5,11247950864.766665
sigma_min_W,Expansion,46.0,,5,2.973344240151159e-07
condition_W,Expansion,46.0,,5,11341034338.849007
sigma_min_W,Expansion,47.0,,5,3.168955743931365e-07
condition_W,Expansion,47.0,,5,11345780074.116304
sigma_min_W,Expansion,48.0,,5,3.327792075630329e-07
condition_W,Expansion,48.0,,5,11524148642.854126
sigma_min_W,Expansion,49.0,,5,3.4841388944357983e-07
condition_W,Expansion,49.0,,5,11744991942.704994
sigma_min_W,Expansion,50.0,,5,3.6451797041040555e-07
condition_W,Expansion,50.0,,5,11983595841.440763
sigma_min_W,Expansion,51.0,,5,3.831569475624283e-07
condition_W,Expansion,51.0,,5,12174960485.383495
sigma_min_W,Expansion,52.0,,5,4.046028979396e-07
condition_W,Expansion,52.0,,5,12317957059.73211
sigma_min_W,Expansion,53.0,,5,4.201832051433596e-07
condition_W,Expansion,53.0,,5,12677749583.002567
sigma_min_W,Expansion,54.0,,5,4.346890890447343e-07
condition_W,Expansion,54.0,,5,13104159654.25626
sigma_min_W,Expansion,55.0,,5,4.481887367168962e-07
condition_W,Expansion,55.0,,5,13596641075.03707
sigma_min_W,Expansion,56.0,,5,4.6048256327116684e-07
condition_W,Expansion,56.0,,5,14163971943.277412
sigma_min_W,Expansion,57.0,,5,4.7083625882185424e-07
